"mu","f_DOPO"
7.600000000000001,0.060734242072744624
7.700000000000003,0.05993504845818563
7.800000000000001,0.05915591640713936
7.900000000000002,0.05839609967616476
8,0.05765490261968522
8.100000000000001,0.056931648783902014
8.200000000000003,0.05622570143767635
8.3,0.055536448520440505
8.400000000000002,0.054863314744609204
8.5,0.054205746960879916
8.600000000000001,0.05356320506620604
8.700000000000003,0.05293519307402799
8.8,0.052321219212459885
8.900000000000002,0.05172082645106322
9,0.05113356869168673
9.100000000000001,0.05055902591017927
9.200000000000003,0.04999679373793427
9.3,0.04944647439774486
9.400000000000002,0.04890770601416257
9.5,0.04838012625326451
9.600000000000001,0.047863386274408476
9.700000000000003,0.04735717180864572
9.8,0.046861156043589265
9.900000000000002,0.04637503597870754
10,0.04589852048551758
10.100000000000001,0.045431334934190465
10.200000000000003,0.04497320201296122
10.3,0.044523863918564215
10.400000000000002,0.044083080158459804
10.5,0.043650593812865235
10.600000000000001,0.04322618770702738
10.700000000000003,0.04280963681961525
10.8,0.04240071844619089
10.900000000000002,0.04199923175641541
11,0.04160498138870098
11.100000000000001,0.04121777100249534
11.200000000000003,0.0408374041717923
11.3,0.04046371553983074
11.400000000000002,0.04009652520444816
11.5,0.03973567187648848
11.600000000000001,0.03938098663911203
11.700000000000003,0.03903231850133868
11.8,0.0386895083886178
11.900000000000002,0.03835242804618302
12,0.03802091503888262
12.100000000000001,0.037694840299285076
12.200000000000003,0.03737408067466293
12.300000000000004,0.037058498902025096
12.399999999999999,0.03674797078003888
12.5,0.03644238011443621
12.600000000000001,0.0361416142686034
12.700000000000003,0.03584554942813455
12.800000000000004,0.035554081392122724
12.899999999999999,0.035267110642561425
13,0.034984528747659754
13.100000000000001,0.03470623747499315
13.200000000000003,0.03443214018766859
13.300000000000004,0.034162144036456475
13.399999999999999,0.03389615681118571
13.5,0.03363408694105191
13.600000000000001,0.03337585442281811
13.700000000000003,0.03312137498232276
13.800000000000004,0.03287056750317324
13.899999999999999,0.032623349253383095
14,0.032379654928816795
14.100000000000001,0.032139397951074004
14.200000000000003,0.03190250766676488
14.300000000000004,0.031668928493620935
14.399999999999999,0.031438572058399714
14.5,0.03121138534939734
14.600000000000001,0.030987296986645364
14.700000000000003,0.030766250100466047
14.800000000000004,0.030548176720392933
14.899999999999999,0.03033303071957873
15,0.03012072683486787
15.100000000000001,0.029911244856177032
15.200000000000003,0.029704498033951452
15.300000000000004,0.02950044320329884
15.399999999999999,0.02929905157652877
15.5,0.029100244301060667
15.600000000000001,0.02890397372495868
15.700000000000003,0.028710198913872227
15.800000000000004,0.02851887311936123
15.899999999999999,0.028329946488722557
16,0.02814337884434536
16.1,0.027959121384084244
16.200000000000003,0.027777140469224335
16.300000000000004,0.027597380957933248
